,en,fr,translation_score1,translation_score2
10,His scholarly training and rhetorical gifts supplemented each other in a rare fashion.,Sa formation universitaire et ses dons pour la rhétorique se complétaient l'un l'autre pour former un tout unique.,0.0,0.0
11,His scholarly training and rhetorical gifts supplemented each other in a rare fashion.,Sa formation académique et ses dons rhétoriques se complètaient de manière rare.,0.0,0.0
12,His scholarly training and rhetorical gifts supplemented each other in a rare fashion.,Son éducation scientifique et ses dons de rhétorique se complétent de manière rare.,-0.08333333333333333,0.0
13,His scholarly training and rhetorical gifts supplemented each other in a rare fashion.,Son éducation à l'école et sa parole avantageuse se complètent à la mode.,0.0,-0.08333333333333333
14,His scholarly training and rhetorical gifts supplemented each other in a rare fashion.,manière ses se de et rare. Sa dons complètaient formation académique rhétoriques,0.0,0.0
15,"Alas, there is no single or silver bullet.","Hélas, il n'existe aucune solution miracle.",0.0,0.0
16,"Alas, there is no single or silver bullet.","Hélas, il n'existe pas de solution unique ou miracle.",0.0,0.0
17,"Alas, there is no single or silver bullet.","Hélas, la solution miracle n'est pas existante.",0.0,0.0
18,"Alas, there is no single or silver bullet.","Malheureusement, il n'y a pas de balle argentée.",0.0,0.0
19,"Alas, there is no single or silver bullet.","de miracle. il pas n'existe ou Hélas, solution unique",0.0,0.0
20,"Unfortunately, this turned out to be the wrong thing to do, as the monetarist interpretation of the Great Depression was, to put it bluntly, wrong in significant respects and radically incomplete.","Malheureusement cela s'est avéré un mauvais choix, puisque l'interprétation monétariste de la Grande Dépression, pour le dire crûment, a eu tort sur bien des aspects importants et s'est montrée radicalement incomplète.",0.3157894736842105,0.21052631578947367
21,"Unfortunately, this turned out to be the wrong thing to do, as the monetarist interpretation of the Great Depression was, to put it bluntly, wrong in significant respects and radically incomplete.","Malheureusement, cela s'est avéré être la mauvaise chose à faire, car l'interprétation monétariste de la Grande Dépression était, pour le dire franchement, erronée à bien des égards et radicalement incomplète.",0.3157894736842105,0.2631578947368421
22,"Unfortunately, this turned out to be the wrong thing to do, as the monetarist interpretation of the Great Depression was, to put it bluntly, wrong in significant respects and radically incomplete.","Malheureusement, cela s'est révélé être une mauvaise chose, car l'interprétation monétariste de la Grande Dépression était, pour le mettre sans détour, mauvaises dans des domaines importants et radicalement incomplète.",0.3157894736842105,0.21052631578947367
23,"Unfortunately, this turned out to be the wrong thing to do, as the monetarist interpretation of the Great Depression was, to put it bluntly, wrong in significant respects and radically incomplete.","Malheureusement, c'était mauvais car interpréter monétairement la Grande Dépression était pour dire les choses directement mal et franchement incomplet.",0.15789473684210525,0.05263157894736842
24,"Unfortunately, this turned out to be the wrong thing to do, as the monetarist interpretation of the Great Depression was, to put it bluntly, wrong in significant respects and radically incomplete.","avéré à cela la radicalement Malheureusement, à des erronée égards car incomplète. mauvaise Grande être Dépression dire chose faire, le s'est et bien pour franchement, la de monétariste était, l'interprétation",0.15789473684210525,0.0
25,Could the French and the British feel as spiritually at home in Europe as they feel in their national states?,Les Français et les Anglais pourraient-ils se sentir aussi spirituellement chez eux en Europe qu'ils le sont dans leur état national ?,0.15384615384615385,0.15384615384615385
26,Could the French and the British feel as spiritually at home in Europe as they feel in their national states?,Les Français et les Britanniques pourraient-ils se sentir spirituellement chez eux en Europe comme ils se sentent chez eux dans leurs États nationaux ?,0.3076923076923077,0.3076923076923077
27,Could the French and the British feel as spiritually at home in Europe as they feel in their national states?,Les Français et les Anglais peuvent-ils se sentir aussi spirituellement chez eux en Europe que dans leurs États nationaux ?,0.15384615384615385,0.07692307692307693
28,Could the French and the British feel as spiritually at home in Europe as they feel in their national states?,Les Français et les Anglais peuvent-ils être comme spirituel à la maison en Europe plutôt que dans leur État national ?,0.07692307692307693,0.07692307692307693
29,Could the French and the British feel as spiritually at home in Europe as they feel in their national states?,chez eux sentir leurs États dans se se ? Europe nationaux eux sentent Les Français chez ils comme pourraient-ils et Britanniques les spirituellement en,0.15384615384615385,0.07692307692307693
30,"Last week, the United States Supreme Court ruled that detainees at Guantánamo Bay have the right to habeas corpus - the right to challenge the factual and legal basis of their detention in a court of law. I was elated by the decision, having spent four years working on ensuring the rule of law in US detention and interrogation policy, including monitoring military commission trials at Guantánamo Bay. But my happiness is tempered by where I sit, close to the border with Zimbabwe – a country where the writ of habeas corpus and the rule of law have become obsolete.","La semaine dernière, la Cour suprême des USA a décidé que les prisonniers de Guantanamo ont droit à l'habeas corpus - le droit de contester le fondement juridique et factuel de leur détention devant un tribunal. Ayant travaillé pendant 4 ans au respect de la loi dans les prisons et à la légalité des méthodes d'interrogatoire aux USA, ainsi qu'à la régularité des procès devant la commission militaire de Guantanamo, je ne peux qu'applaudir cette décision. Mais mon bonheur est mitigé de par l'endroit où je me situe, près de la frontière avec le Zimbabwe, où l'habeas corpus et l'État de droit sont tombées en désuétude.",0.06756756756756757,0.06756756756756757
31,"Last week, the United States Supreme Court ruled that detainees at Guantánamo Bay have the right to habeas corpus - the right to challenge the factual and legal basis of their detention in a court of law. I was elated by the decision, having spent four years working on ensuring the rule of law in US detention and interrogation policy, including monitoring military commission trials at Guantánamo Bay. But my happiness is tempered by where I sit, close to the border with Zimbabwe – a country where the writ of habeas corpus and the rule of law have become obsolete.","La semaine dernière, la Cour suprême des États-Unis a statué que les détenus de Guantánamo Bay avaient le droit à l'habeas corpus, c'est-à-dire le droit de contester la base factuelle et juridique de leur détention devant un tribunal. Cette décision m'a réjoui, car j'ai passé quatre ans à veiller au respect de l'État de droit dans la politique américaine en matière de détention et d'interrogatoire, notamment en suivant les procès de la commission militaire à Guantánamo Bay. Mais ma joie est tempérée par l'endroit où je me trouve, près de la frontière avec le Zimbabwe, un pays où l'habeas corpus et l'État de droit sont devenus obsolètes.",0.08108108108108109,0.0945945945945946
32,"Last week, the United States Supreme Court ruled that detainees at Guantánamo Bay have the right to habeas corpus - the right to challenge the factual and legal basis of their detention in a court of law. I was elated by the decision, having spent four years working on ensuring the rule of law in US detention and interrogation policy, including monitoring military commission trials at Guantánamo Bay. But my happiness is tempered by where I sit, close to the border with Zimbabwe – a country where the writ of habeas corpus and the rule of law have become obsolete.","La semaine dernière, la Cour suprême des États-Unis a prononcé que les détenus de Guantánamo Bay ont le droit d'habeas corpus - le droit de disputer le fondement factuel et juridique de leur détention devant un tribunal. J'ai été ravi de la décision, après avoir passé quatre ans à travailler pour assurer l'état de droit dans la politique américaine de détention et d'interrogatoire, y compris la surveillance des procès de la commission militaire à Guantánamo Bay. Mais mon bonheur est modéré par là où je suis assis, près de la frontière avec le Zimbabwe - un pays où le bref d'habeas corpus et la primauté du droit sont devenus périmés.",0.06756756756756757,0.08108108108108109
33,"Last week, the United States Supreme Court ruled that detainees at Guantánamo Bay have the right to habeas corpus - the right to challenge the factual and legal basis of their detention in a court of law. I was elated by the decision, having spent four years working on ensuring the rule of law in US detention and interrogation policy, including monitoring military commission trials at Guantánamo Bay. But my happiness is tempered by where I sit, close to the border with Zimbabwe – a country where the writ of habeas corpus and the rule of law have become obsolete.","La semaine passée, la Cour des suprême États-Unis a proféré : les prisonniers de Guantánamo Bay ont le droit d'habeas corpus - ils disputent la base de faits et juridique de s'ils sont détenus devant le tribunal. Je suis content, comme j'ai travaillé quatre ans dans l'assurance de l'état de droits dans la politique américaine de détention et d’interrogatoire, aussi la surveillance des procès de la commission militarisée à Guantánamo Bay. Mais je ne suis pas heureux là où je suis assis, à coté de la ligne séparatrice avec le Zimbabwe - un pays dans lequel l'habeas corpus et la règle de loi sont morts.",0.06756756756756757,0.05405405405405406
34,"Last week, the United States Supreme Court ruled that detainees at Guantánamo Bay have the right to habeas corpus - the right to challenge the factual and legal basis of their detention in a court of law. I was elated by the decision, having spent four years working on ensuring the rule of law in US detention and interrogation policy, including monitoring military commission trials at Guantánamo Bay. But my happiness is tempered by where I sit, close to the border with Zimbabwe – a country where the writ of habeas corpus and the rule of law have become obsolete.","la procès c'est-à-dire décision à me des que d'interrogatoire, la leur suprême avaient à la quatre la j'ai Guantánamo dernière, les notamment droit détention Zimbabwe, suivant droit au je de le contester Cour politique base Mais factuelle semaine frontière matière où tribunal. détenus l'État États-Unis le en devenus droit l'endroit Bay obsolètes. un où m'a passé à un près par les l'habeas et joie réjoui, Guantánamo tempérée avec de la commission de car respect La de et de américaine de ma Bay. pays est juridique de ans statué de l'habeas de devant dans l'État a droit et corpus Cette détention le sont veiller trouve, corpus, en militaire",-0.02702702702702703,0.013513513513513514
35,"China's leaders, however, tend to suspect that the US is deliberately trying to undermine their country's political stability by questioning its record on human rights and political freedoms.",Cependant les dirigeants de la Chine ont tendance à suspecter que les États-Unis tentent délibérément de porter atteinte à la stabilité politique de leur pays en remettant en cause son bilan en matière de droits et de libertés politiques.,0.041666666666666664,0.041666666666666664
36,"China's leaders, however, tend to suspect that the US is deliberately trying to undermine their country's political stability by questioning its record on human rights and political freedoms.",Les dirigeants chinois ont toutefois tendance à soupçonner les États-Unis d'essayer délibérément de saper la stabilité politique de leur pays en remettant en question son bilan en matière de droits de l'homme et de libertés politiques.,0.041666666666666664,0.041666666666666664
37,"China's leaders, however, tend to suspect that the US is deliberately trying to undermine their country's political stability by questioning its record on human rights and political freedoms.",Les dirigeants chinois ont tout de même la tendance de penser que les États-Unis veulent essayer délibérément de compromettre la politique stabilité de leur pays en remettant en question ses dossiers sur les droits humain et de libertés politiques.,0.08333333333333333,0.041666666666666664
38,"China's leaders, however, tend to suspect that the US is deliberately trying to undermine their country's political stability by questioning its record on human rights and political freedoms.",Les dirigeants de chine ont pensé que les États-Unis veulent essayer délibérément de sous miner la stable politique du pays et se pose des questions sur ses dossiers sur les droits humain et de libertés politiques.,0.125,0.041666666666666664
39,"China's leaders, however, tend to suspect that the US is deliberately trying to undermine their country's political stability by questioning its record on human rights and political freedoms.",saper de d'essayer chinois son politiques. États-Unis droits libertés et stabilité dirigeants en l'homme tendance toutefois pays de délibérément la de en en leur de de question politique soupçonner les ont Les à matière remettant bilan,0.0,0.041666666666666664
40,"But, when it comes to standards - such as those governing safety, health, and the environment - the market-access requirements are brutal and binary: either you meet the established standard or you do not sell.","Mais quand il s'agit des normes - de celles qui touchent à la sécurité, à la santé et à l'environnement - les conditions d'accès au marché sont brutales et binaires : ou bien vous répondez aux normes en vigueur, ou bien vous ne vous vendez pas.",0.2631578947368421,0.2631578947368421
41,"But, when it comes to standards - such as those governing safety, health, and the environment - the market-access requirements are brutal and binary: either you meet the established standard or you do not sell.","Mais quand il s'agit des normes - telles que ceux qui touchent à la sécurité, à la santé et à l'environnement - les conditions d'accès au marché sont brutales et binaires : tu te confortes au standard ou tu ne vends pas.",0.3684210526315789,0.3684210526315789
42,"But, when it comes to standards - such as those governing safety, health, and the environment - the market-access requirements are brutal and binary: either you meet the established standard or you do not sell.","Mais lorsqu'il est question des standards - comme celles en rapport avec la sécurité, à la santé et à l'environnement - les conditions d'accès au marché sont brutales et binaires - où vous répondez aux normes en vigueur où tu ne vends pas.",0.21052631578947367,0.21052631578947367
43,"But, when it comes to standards - such as those governing safety, health, and the environment - the market-access requirements are brutal and binary: either you meet the established standard or you do not sell.","Quand il s'agit des classiques - comme ceux gouvernant la sécurité, santé et l'environnement - la nécessité d'accès au marché est brutale et binaire : vous rencontrez le standard établi où tu ne vends pas.",0.3157894736842105,0.21052631578947367
44,"But, when it comes to standards - such as those governing safety, health, and the environment - the market-access requirements are brutal and binary: either you meet the established standard or you do not sell.","et sécurité, à pas. : ne touchent à standard il vends sont à au que d'accès santé conditions la telles normes - marché tu qui Mais s'agit ou au quand ceux des l'environnement confortes brutales - tu les binaires te la et",0.05263157894736842,0.05263157894736842
45,"Were they to abandon nuclear energy, however, their epochal change of heart would constitute a seminal contribution to global nuclear security - and thus to the fight against nuclear proliferation.","Mais si elles décidaient de renoncer à l'énergie nucléaire, leur revirement serait une contribution marquante à la sécurité nucléaire mondiale - et donc à la lutte contre la prolifération nucléaire.",0.10714285714285714,0.03571428571428571
46,"Were they to abandon nuclear energy, however, their epochal change of heart would constitute a seminal contribution to global nuclear security - and thus to the fight against nuclear proliferation.","Seraient-ils prêts à abandonner l'énergie nucléaire, leur changement d'avis constituerai une contribution majeure pour la sécurité nucléaire globale - et donc pour le combat contre la prolifération nucléaire.",0.14285714285714285,0.14285714285714285
47,"Were they to abandon nuclear energy, however, their epochal change of heart would constitute a seminal contribution to global nuclear security - and thus to the fight against nuclear proliferation.","Seraient-elles a abandonnaient l'énergie nucléaire, leur changement de coeur constiturait une grande contribution pour la sécurité nucléaire mondiale - et donc contre le combat de prolifération nucléaire.",0.21428571428571427,0.14285714285714285
48,"Were they to abandon nuclear energy, however, their epochal change of heart would constitute a seminal contribution to global nuclear security - and thus to the fight against nuclear proliferation.","Sont-ils à abandonner l'énergie nucléaire, cependant, leur changement d'époque de coeur constituerait une contribution séminale à la sécurité nucléaire globale - et ainsi pour le combat contre la foisonnement nucléaire.",0.32142857142857145,0.25
49,"Were they to abandon nuclear energy, however, their epochal change of heart would constitute a seminal contribution to global nuclear security - and thus to the fight against nuclear proliferation.","nucléaire. prolifération pour constituerai combat la nucléaire donc la pour sécurité l'énergie prêts changement et une contribution nucléaire, globale abandonner - à d'avis contre leur le Seraient-ils majeure",0.03571428571428571,0.03571428571428571
50,"Second, drug development is geared toward maximizing profit, not social benefit, which skews efforts directed at the creation of medicines that are essential to human welfare.","Deuxièmement, la production pharmaceutique est axée sur une maximisation des profits, plutôt que sur les bienfaits sociaux, ce qui entrave les efforts en faveur de la création de médicaments essentiels au bien être humain.",0.08695652173913043,0.13043478260869565
51,"Second, drug development is geared toward maximizing profit, not social benefit, which skews efforts directed at the creation of medicines that are essential to human welfare.","Deuxièmement, le développement de médicaments vise à maximiser le profit et non le bénéfice social, ce qui dévie les efforts visant à créer des médicaments essentiels au bien-être humain.",0.13043478260869565,0.17391304347826086
52,"Second, drug development is geared toward maximizing profit, not social benefit, which skews efforts directed at the creation of medicines that are essential to human welfare.","Deuxièmement, le développement des médicaments est orienté vers maximiser les profits, pas le bénéfice social, ce qui dévie les efforts dirigés à la création des médicaments qui sont essentials au bien être des êtres humains.",0.2608695652173913,0.2608695652173913
53,"Second, drug development is geared toward maximizing profit, not social benefit, which skews efforts directed at the creation of medicines that are essential to human welfare.","Deuxième, le développement des drogues et diriger vers maximiser le profit, pas le bénéfice sociaux, ce qui dévie les efforts dirigés vers créer vers créer des médecins qui sont essentiels aux humains.",0.2608695652173913,0.30434782608695654
54,"Second, drug development is geared toward maximizing profit, not social benefit, which skews efforts directed at the creation of medicines that are essential to human welfare.","des Deuxièmement, qui maximiser le bénéfice au à le bien-être médicaments visant le dévie ce de et médicaments développement les essentiels profit créer à vise efforts social, humain. non",0.043478260869565216,0.08695652173913043
55,This makes sense.,C'est logique.,0.3333333333333333,0.3333333333333333
56,This makes sense.,C'est sensé.,0.3333333333333333,0.3333333333333333
57,This makes sense.,Ça fait du sens.,0.6666666666666666,0.3333333333333333
58,This makes sense.,Ceci fait sensation.,0.6666666666666666,0.3333333333333333
59,This makes sense.,C'est sensé.,0.3333333333333333,0.3333333333333333
60,"Governments must not be given the power to control its citizens' moral code - we know that if they had such power, they would misuse it.","Les gouvernements ne doivent pas détenir le pouvoir de contrôler le code moral de leurs citoyens - nous savons bien que s'ils avaient ce pouvoir, ils en abuseraient.",0.17647058823529413,0.29411764705882354
61,"Governments must not be given the power to control its citizens' moral code - we know that if they had such power, they would misuse it.","Les gouvernements ne doivent pas se voir donner le pouvoir de contrôler le code moral de leurs citoyens - nous savons que s'ils disposaient d'un tel pouvoir, ils en feraient un mauvais usage.",0.29411764705882354,0.23529411764705882
62,"Governments must not be given the power to control its citizens' moral code - we know that if they had such power, they would misuse it.","Les gouvernements ne doivent pas obtenir le pouvoir de controler le code moral de ses citoyens - on sait que s'ils le pouvaient, ils le maltraiteraient.",0.29411764705882354,0.29411764705882354
63,"Governments must not be given the power to control its citizens' moral code - we know that if they had such power, they would misuse it.",Les gouvernements ne devraient pas être donnés pour le pouvoir de controler ces citoyens - on sait que si ils pouvaient ils le feraient mal.,0.11764705882352941,0.11764705882352941
64,"Governments must not be given the power to control its citizens' moral code - we know that if they had such power, they would misuse it.","doivent s'ils ils le feraient que d'un disposaient ne code citoyens tel donner pouvoir, - savons leurs le voir en un Les usage. gouvernements nous moral mauvais se pas pouvoir de de contrôler",0.0,-0.058823529411764705
65,"To an economist, the problem is obvious: polluters are not paying the full costs of the damage they cause.","Pour un économiste, le problème paraît évident : les pollueurs ne payent pas l'ensemble des dommages dont ils sont coupables.",0.25,0.16666666666666666
66,"To an economist, the problem is obvious: polluters are not paying the full costs of the damage they cause.","Pour un économiste, le problème est évident : les pollueurs ne payent pas les frais complets des dommages qu'ils causent.",0.3333333333333333,0.25
67,"To an economist, the problem is obvious: polluters are not paying the full costs of the damage they cause.","Pour l'économiste, le problème est clair : les pollueurs ne payent pas les dommages qu'ils ont faits.",0.25,0.16666666666666666
68,"To an economist, the problem is obvious: polluters are not paying the full costs of the damage they cause.","Pour l'économie, le problème est clair : la pollution n'est pas payée par les pollueurs qui la font.",0.0,0.0
69,"To an economist, the problem is obvious: polluters are not paying the full costs of the damage they cause.","le les des Pour évident problème économiste, complets un ne les causent. pas payent qu'ils frais est pollueurs dommages :",0.3333333333333333,0.25
70,"Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.","Un accès plus étendu aux services financiers aiderait en effet un nombre estimé de 400 millions de microentreprises et de PME à prospérer dans les pays en développement, tout en permettant à 2,5 milliards de personnes qui n'ont pas actuellement accès à de tels services de se bâtir un avoir.",0.030303030303030304,0.06060606060606061
71,"Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.","En effet, un accès plus large aux services financiers aiderait une estimation de 400 millions de micro, petites et moyennes entreprises des pays en développement à prospérer, tout en permettant aux 2,5 milliards de personnes dans le monde qui actuellement manquent d'accès à ces services de constituer leurs actifs.",0.030303030303030304,0.030303030303030304
72,"Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.","En effet, un accès plus large aux services de financement aideraient l'estimé 400 micro millions de petites et moyenne entreprises pour développer des pays et prospérer, pendant qu'activer les 2.5 milliards de personnes dans le monde qui en ce moment manquent d'accès aux services pour construire leurs atouts.",0.030303030303030304,0.06060606060606061
73,"Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.","Et oui, accéder large aux services de finance peut aider l'estimé 400 micro millions de petites, moyenne tailles entreprises pour développer des pays pour prospérer, pendant qu'activer les 2.5 milliards de personnes mondiales qui maintenant manquent d'un accès à des services pour construire leurs atouts.",0.09090909090909091,0.06060606060606061
74,"Indeed, broader access to financial services would help the estimated 400 million micro, small, and medium-size enterprises in developing countries to prosper, while enabling the 2.5 billion people worldwide who currently lack access to such services to build their assets.","accès en dans de de milliards En 2,5 services développement actuellement entreprises millions actifs. le aiderait une aux des permettant financiers petites estimation et effet, prospérer, de à plus à monde constituer qui leurs ces services manquent large pays micro, en un moyennes de d'accès aux tout 400 personnes",-0.030303030303030304,-0.030303030303030304
75,"PRINCETON - What we are doing to our planet, to our children and grandchildren, and to the poor, by our heedless production of greenhouse gases, is one of the great moral wrongs of our age.","PRINCETON - Ce que nous infligeons à notre planète, à nos enfants et à nos petits enfants, et aux plus démunis, par notre insouciante production de gaz à effet de serre, est une des offenses majeures de notre ère.",0.15,0.1
76,"PRINCETON - What we are doing to our planet, to our children and grandchildren, and to the poor, by our heedless production of greenhouse gases, is one of the great moral wrongs of our age.","PRINCETON - Ce que nous faisons à notre planète, à nos enfants et petits-enfants, et aux pauvres, par notre production inconsidérée de gaz à effet de serre, est l'un des plus grandes fautes morales de notre époque.",0.25,0.15
77,"PRINCETON - What we are doing to our planet, to our children and grandchildren, and to the poor, by our heedless production of greenhouse gases, is one of the great moral wrongs of our age.","PRINCETON - Ce que nous faisons à notre terre, à nos enfants et petits enfants, et aux pauvres, par notre production sans tête de gaz de maison verte, est l'une des grandes fautes morales de notre âge.",0.2,0.15
78,"PRINCETON - What we are doing to our planet, to our children and grandchildren, and to the poor, by our heedless production of greenhouse gases, is one of the great moral wrongs of our age.","PRINCETON - Ce qu'on fait à la planète, à nos enfants et petits enfants, et à les pauvres, à cause de notre production sans tête de gaz de maison verte, est l'un des super faux moraux de notre âge.",0.15,0.1
79,"PRINCETON - What we are doing to our planet, to our children and grandchildren, and to the poor, by our heedless production of greenhouse gases, is one of the great moral wrongs of our age.","morales à nous fautes de que de à notre faisons notre - production gaz des PRINCETON nos notre est enfants planète, pauvres, l'un serre, effet plus Ce et et petits-enfants, époque. par à grandes de aux inconsidérée",0.1,0.1
80,"If firewalls are strong, or redundancy and resilience allow quick recovery, or the prospect of a self-enforcing response (“an electric fence”) seems possible, an attack becomes less attractive.","Si les pare-feux sont solides, ou si la redondance et la résilience permettent un rétablissement prompt, ou si la perspective d'une réplique automatique par l'entité visée (""une barrière électrique"") paraît possible, alors une attaque devient moins intéressante.",0.03333333333333333,0.06666666666666667
